Code_Year_Month,Postal_Code,Customer_Class,Total_Gallons
201609,78750,Irrigation - Multi-Family,2062000
201609,78750,Multi-Family,17290000
201609,78750,Residential,60706200
201609,78751,Residential,16960100
201609,78751,Irrigation - Multi-Family,1180600
201609,78751,Irrigation - Residential,91700
201609,78751,Multi-Family,13376800
201609,78752,Multi-Family,17507900
201609,78752,Residential,12935800
201609,78752,Irrigation - Multi-Family,97700
201609,78753,Irrigation - Residential,2000
201609,78753,Multi-Family,53433800
201609,78753,Irrigation - Multi-Family,5863700
201609,78753,Residential,41071200
201609,78754,Residential,22718200
201609,78754,Irrigation - Multi-Family,4146800
201609,78754,Irrigation - Residential,32300
201609,78754,Multi-Family,18750200
201609,78756,Residential,12862500
201609,78756,Multi-Family,7303500
201609,78756,Irrigation - Multi-Family,321600
201609,78756,Irrigation - Residential,75800
201609,78757,Irrigation - Residential,33000
201609,78757,Irrigation - Multi-Family,564400
201609,78757,Residential,35344000
201609,78757,Multi-Family,15664300
201609,78758,Irrigation - Multi-Family,5764700
201609,78758,Multi-Family,58329100
201609,78758,Residential,41330900
201609,78758,Irrigation - Residential,34000
201609,78759,Residential,76309500
201609,78759,Irrigation - Multi-Family,1794600
201609,78759,Irrigation - Residential,148900
201609,78759,Multi-Family,36808500
201610,78613,Irrigation - Multi-Family,1591400
201610,78613,Multi-Family,2791100
201610,78617,Residential,18795100
201610,78617,Irrigation - Multi-Family,3700
201610,78617,Irrigation - Residential,5500
201610,78617,Multi-Family,3981100
201610,78652,Multi-Family,43100
201610,78652,Irrigation - Residential,83200
201610,78652,Residential,3572400
201610,78653,Multi-Family,302600
201610,78653,Irrigation - Residential,
201610,78653,Residential,2654400
201610,78660,Irrigation - Residential,21000
201610,78660,Multi-Family,4800300
201610,78660,Residential,7847500
201610,78660,Irrigation - Multi-Family,1082900
201610,78701,Multi-Family,14785600
201610,78701,Residential,1025400
201610,78701,Irrigation - Residential,36000
201610,78701,Irrigation - Multi-Family,970500
201610,78702,Irrigation - Multi-Family,1142700
201610,78702,Residential,25636700
201610,78702,Irrigation - Residential,27400
201610,78702,Multi-Family,11687500
201610,78703,Residential,62675500
201610,78703,Irrigation - Multi-Family,1327300
201610,78703,Multi-Family,15442700
201610,78703,Irrigation - Residential,1410100
201610,78704,Irrigation - Residential,255600
201610,78704,Irrigation - Multi-Family,4172000
201610,78704,Multi-Family,54832300
201610,78704,Residential,48827100
201610,78705,Irrigation - Residential,89100
201610,78705,Residential,10860900
201610,78705,Irrigation - Multi-Family,966400
201610,78705,Multi-Family,41002600
201610,78717,Multi-Family,11494000
201610,78717,Residential,42198400
201610,78717,Irrigation - Residential,47100
201610,78717,Irrigation - Multi-Family,6589000
201610,78719,Multi-Family,392400
201610,78719,Residential,1407200
201610,78721,Residential,13226100
201610,78721,Irrigation - Multi-Family,159600
201610,78721,Irrigation - Residential,3800
201610,78721,Multi-Family,5013100
201610,78722,Residential,9387700
201610,78722,Irrigation - Multi-Family,358100
201610,78722,Irrigation - Residential,23700
201610,78722,Multi-Family,3284400
201610,78723,Irrigation - Residential,100
201610,78723,Residential,34765200
201610,78723,Irrigation - Multi-Family,341700
201610,78723,Multi-Family,22095500
201610,78724,Irrigation - Residential,21100
201610,78724,Multi-Family,11537900
201610,78724,Residential,19383400
201610,78724,Irrigation - Multi-Family,23100
201610,78725,Irrigation - Residential,
201610,78725,Multi-Family,167700
201610,78725,Residential,2948300
201610,78726,Irrigation - Residential,50400
201610,78726,Multi-Family,12443600
201610,78726,Irrigation - Multi-Family,3938700
201610,78726,Residential,23313300
201610,78727,Irrigation - Residential,6400
201610,78727,Irrigation - Multi-Family,7788100
201610,78727,Residential,40597000
201610,78727,Multi-Family,22337400
201610,78728,Irrigation - Residential,7000
201610,78728,Residential,5643200
201610,78728,Irrigation - Multi-Family,2102700
201610,78728,Multi-Family,8060500
201610,78729,Irrigation - Multi-Family,5534600
201610,78729,Residential,25413300
201610,78729,Irrigation - Residential,6300
201610,78729,Multi-Family,23149400
201610,78730,Irrigation - Residential,205900
201610,78730,Residential,32082200
201610,78730,Multi-Family,4996900
201610,78730,Irrigation - Multi-Family,1146100
201610,78731,Irrigation - Residential,777500
201610,78731,Multi-Family,19323700
201610,78731,Irrigation - Multi-Family,1243400
201610,78731,Residential,74316100
201610,78732,Residential,573500
201610,78733,Residential,75600
201610,78735,Irrigation - Multi-Family,3345800
201610,78735,Multi-Family,9900600
201610,78735,Residential,23914700
201610,78736,Residential,14316500
201610,78736,Irrigation - Residential,20200
201610,78736,Irrigation - Multi-Family,1116600
201610,78736,Multi-Family,3173100
201610,78737,Residential,9068700
201610,78737,Irrigation - Residential,12700
201610,78738,Residential,6800
201610,78739,Irrigation - Multi-Family,41800
201610,78739,Residential,54541900
201610,78741,Irrigation - Multi-Family,3256600
201610,78741,Residential,17857600
201610,78741,Irrigation - Residential,21000
201610,78741,Multi-Family,76628200
201610,78742,Residential,599600
201610,78742,Multi-Family,651900
201610,78742,Irrigation - Multi-Family,135600
201610,78744,Irrigation - Multi-Family,3515400
201610,78744,Irrigation - Residential,66000
201610,78744,Residential,48235200
201610,78744,Multi-Family,29804500
201610,78745,Multi-Family,31955500
201610,78745,Irrigation - Multi-Family,4075800
201610,78745,Irrigation - Residential,85900
201610,78745,Residential,70443500
201610,78746,Residential,54279700
201610,78746,Irrigation - Residential,710500
201610,78746,Irrigation - Multi-Family,674600
201610,78746,Multi-Family,12325200
201610,78747,Irrigation - Multi-Family,1392200
201610,78747,Irrigation - Residential,2500
201610,78747,Residential,27152200
201610,78747,Multi-Family,7087200
201610,78748,Multi-Family,21454200
201610,78748,Residential,67723900
201610,78748,Irrigation - Multi-Family,9027000
201610,78748,Irrigation - Residential,32300
201610,78749,Irrigation - Residential,24600
201610,78749,Residential,68896000
201610,78749,Irrigation - Multi-Family,6281900
201610,78749,Multi-Family,16750000
201610,78750,Irrigation - Multi-Family,2278200
201610,78750,Irrigation - Residential,32000
201610,78750,Residential,63763500
201610,78750,Multi-Family,14453300
201610,78751,Irrigation - Residential,117500
201610,78751,Residential,16721400
201610,78751,Irrigation - Multi-Family,908600
201610,78751,Multi-Family,12580500
201610,78752,Irrigation - Multi-Family,72000
201610,78752,Multi-Family,16714500
201610,78752,Residential,12098500
201610,78753,Irrigation - Multi-Family,6270300
201610,78753,Multi-Family,49199400
201610,78753,Residential,39968900
201610,78753,Irrigation - Residential,1900
201610,78754,Irrigation - Residential,35300
201610,78754,Residential,22225600
201610,78754,Irrigation - Multi-Family,3095500
201610,78754,Multi-Family,16906200
201610,78756,Multi-Family,6956100
201610,78756,Irrigation - Multi-Family,396700
201610,78756,Irrigation - Residential,36500
201610,78756,Residential,12286500
201610,78757,Multi-Family,13316900
201610,78757,Irrigation - Residential,28000
201610,78757,Residential,35690900
201610,78757,Irrigation - Multi-Family,982500
201610,78758,Irrigation - Multi-Family,5203900
201610,78758,Multi-Family,54787100
201610,78758,Irrigation - Residential,45800
201610,78758,Residential,39876500
201610,78759,Irrigation - Multi-Family,1280400
201610,78759,Irrigation - Residential,150700
201610,78759,Residential,77979700
201610,78759,Multi-Family,34867300
201611,78613,Irrigation - Multi-Family,1156300
201611,78613,Multi-Family,2503700
201611,78617,Multi-Family,3605500
201611,78617,Residential,18271800
201611,78617,Irrigation - Multi-Family,8700
201611,78617,Irrigation - Residential,5700
201611,78652,Multi-Family,60600
201611,78652,Irrigation - Residential,102200
201611,78652,Residential,3104100
201611,78653,Multi-Family,220100
201611,78653,Irrigation - Residential,
201611,78653,Residential,2337000
201611,78660,Residential,8055500
201611,78660,Irrigation - Multi-Family,1223200
201611,78660,Multi-Family,4382000
201611,78660,Irrigation - Residential,32200
201611,78701,Irrigation - Multi-Family,2465000
201611,78701,Irrigation - Residential,36300
201611,78701,Residential,947100
201611,78701,Multi-Family,14383400
201611,78702,Multi-Family,10867300
201611,78702,Residential,24304300
201611,78702,Irrigation - Multi-Family,895600
201611,78702,Irrigation - Residential,12800
201611,78703,Irrigation - Multi-Family,943600
201611,78703,Irrigation - Residential,1212300
201611,78703,Residential,53397100
201611,78703,Multi-Family,14932100
201611,78704,Irrigation - Multi-Family,3817400
201611,78704,Irrigation - Residential,186400
201611,78704,Multi-Family,52286900
201611,78704,Residential,44706300
201611,78705,Multi-Family,39447600
201611,78705,Irrigation - Residential,158300
201611,78705,Residential,10010900
201611,78705,Irrigation - Multi-Family,970200
201611,78717,Irrigation - Residential,38200
201611,78717,Irrigation - Multi-Family,4894800
201611,78717,Multi-Family,11426700
201611,78717,Residential,33388800
201611,78719,Multi-Family,379600
201611,78719,Residential,1432000
201611,78721,Multi-Family,4714100
201611,78721,Irrigation - Residential,4700
201611,78721,Residential,12265700
201611,78721,Irrigation - Multi-Family,155300
201611,78722,Irrigation - Residential,
201611,78722,Residential,8412100
201611,78722,Multi-Family,3093000
201611,78722,Irrigation - Multi-Family,158700
201611,78723,Irrigation - Multi-Family,327600
201611,78723,Multi-Family,22898300
201611,78723,Irrigation - Residential,1100
201611,78723,Residential,33160800
201611,78724,Irrigation - Multi-Family,420200
201611,78724,Irrigation - Residential,30300
201611,78724,Multi-Family,12782000
201611,78724,Residential,18934300
201611,78725,Multi-Family,184400
201611,78725,Irrigation - Residential,
201611,78725,Residential,2704100
201611,78726,Irrigation - Multi-Family,2488900
201611,78726,Multi-Family,13879700
201611,78726,Residential,20089000
201611,78726,Irrigation - Residential,53000
201611,78727,Irrigation - Multi-Family,7333400
201611,78727,Residential,37761800
201611,78727,Irrigation - Residential,10700
201611,78727,Multi-Family,21601900
201611,78728,Multi-Family,6972200
201611,78728,Irrigation - Multi-Family,2302700
201611,78728,Irrigation - Residential,2700
201611,78728,Residential,5044200
201611,78729,Residential,22279500
201611,78729,Irrigation - Residential,7200
201611,78729,Irrigation - Multi-Family,4852700
201611,78729,Multi-Family,22505200
201611,78730,Irrigation - Multi-Family,1453900
201611,78730,Multi-Family,3709000
201611,78730,Residential,28348000
201611,78730,Irrigation - Residential,203000
201611,78731,Irrigation - Multi-Family,689700
201611,78731,Irrigation - Residential,517400
201611,78731,Multi-Family,18578900
201611,78731,Residential,66674300
201611,78732,Residential,679600
201611,78733,Residential,61000
201611,78735,Residential,21163700
201611,78735,Irrigation - Multi-Family,2849700
201611,78735,Multi-Family,10793400
201611,78736,Irrigation - Residential,17300
201611,78736,Irrigation - Multi-Family,848700
201611,78736,Residential,13115500
201611,78736,Multi-Family,1988800
201611,78737,Residential,7154200
201611,78737,Irrigation - Residential,5500
201611,78738,Residential,500
201611,78739,Irrigation - Multi-Family,57100
201611,78739,Residential,53224300
201611,78741,Irrigation - Multi-Family,2970700
201611,78741,Irrigation - Residential,48900
201611,78741,Multi-Family,74541000
201611,78741,Residential,17036100
201611,78742,Irrigation - Multi-Family,142700
201611,78742,Residential,576100
201611,78742,Multi-Family,652400
201611,78744,Irrigation - Multi-Family,3445000
201611,78744,Residential,45474100
201611,78744,Multi-Family,28572400
201611,78744,Irrigation - Residential,55200
201611,78745,Residential,65577300
201611,78745,Irrigation - Residential,132800
201611,78745,Irrigation - Multi-Family,3318400
201611,78745,Multi-Family,29654100
201611,78746,Irrigation - Multi-Family,692600
201611,78746,Multi-Family,12258900
201611,78746,Residential,45377800
201611,78746,Irrigation - Residential,453600
201611,78747,Irrigation - Residential,1500
201611,78747,Multi-Family,6587200
201611,78747,Residential,24296100
201611,78747,Irrigation - Multi-Family,1085100
201611,78748,Irrigation - Multi-Family,7157300
201611,78748,Irrigation - Residential,28400
201611,78748,Residential,62579600
201611,78748,Multi-Family,19859900
201611,78749,Multi-Family,17819400
201611,78749,Residential,61649300
201611,78749,Irrigation - Multi-Family,5759200
201611,78749,Irrigation - Residential,28600
201611,78750,Residential,47592600
201611,78750,Irrigation - Multi-Family,1178400
201611,78750,Multi-Family,16730200
201611,78750,Irrigation - Residential,13200
201611,78751,Residential,16199600
201611,78751,Irrigation - Residential,96300
201611,78751,Irrigation - Multi-Family,800900
201611,78751,Multi-Family,12896100
201611,78752,Multi-Family,15426800
201611,78752,Residential,11430100
201611,78752,Irrigation - Multi-Family,54900
201611,78753,Residential,37985900
201611,78753,Multi-Family,49569600
201611,78753,Irrigation - Multi-Family,5087600
201611,78753,Irrigation - Residential,8900
201611,78754,Multi-Family,15884600
201611,78754,Irrigation - Residential,29800
201611,78754,Irrigation - Multi-Family,2443400
201611,78754,Residential,20213400
201611,78756,Irrigation - Residential,53400
201611,78756,Multi-Family,6841200
201611,78756,Residential,11771900
201611,78756,Irrigation - Multi-Family,431400
201611,78757,Residential,34049100
201611,78757,Irrigation - Multi-Family,577300
201611,78757,Irrigation - Residential,33500
201611,78757,Multi-Family,12676300
201611,78758,Irrigation - Multi-Family,4467200
201611,78758,Irrigation - Residential,20800
201611,78758,Multi-Family,53675900
201611,78758,Residential,37866300
201611,78759,Irrigation - Residential,103300
201611,78759,Multi-Family,35249600
201611,78759,Irrigation - Multi-Family,1529300
201611,78759,Residential,63907900
201612,78613,Multi-Family,2568300
201612,78613,Irrigation - Multi-Family,610800
201612,78617,Residential,18846900
